tweet_id,username,created_at,text,replies,retweets,likes,url,Text_original,Text_en
1431325163925250066,abdulbaset22,2021-08-27 18:38:06.472000+00:00,"عاش شبابه في الغربة وترك أبناءه في بلده البعيد وكان يرسل لهم مصاريف الحياة ،، كبُر في السن وعاد إلى بلاده وسافر أولاده للغُربة وصارو يرسلون له مصاريف الحياة 
لم يجدوه حولهم وهم صغار ولم يجدهم حوله عندما صار كبيراً ، هذا حال الكثير من الشعوب 
فهل استشعرنا نِعم الله علينا",0,0,0,https://x.com/Abdulbaset22/status/1431325163925250066,"عاش شبابه في الغربة وترك أبناءه في بلده البعيد وكان يرسل لهم مصاريف الحياة ،، كبُر في السن وعاد إلى بلاده وسافر أولاده للغُربة وصارو يرسلون له مصاريف الحياة 
لم يجدوه حولهم وهم صغار ولم يجدهم حوله عندما صار كبيراً ، هذا حال الكثير من الشعوب 
فهل استشعرنا نِعم الله علينا","He lived his youth in exile and left his children in his far away country, and he used to send them life expenses. He grew old and returned to his country, and his children traveled abroad and began sending him life expenses. 
They did not find him around them when they were young, and he did not find them around them when he became old. This is the case with many people 
Did we feel God’s blessings upon us?"
2022639867595837456,abdulbaset22,2026-02-14 11:51:37.923000+00:00,لقاء أخوي مثمر جمعني اليوم في أبوظبي مع أخي سمو الشيخ محمد بن زايد آل نهيان، تطرقنا فيه إلى آفاق التعاون القطري الإماراتي في المجالات الحيوية، كما ناقشنا كافة الأوضاع في ضوء التطورات الإقليمية الراهنة، ومساعينا الحثيثة لتعزيز فرص الحوار وتوطيد دعائم الأمن والاستقرار في المنطقة.,0,0,0,https://x.com/TamimBinHamad/status/2022639867595837456,لقاء أخوي مثمر جمعني اليوم في أبوظبي مع أخي سمو الشيخ محمد بن زايد آل نهيان، تطرقنا فيه إلى آفاق التعاون القطري الإماراتي في المجالات الحيوية، كما ناقشنا كافة الأوضاع في ضوء التطورات الإقليمية الراهنة، ومساعينا الحثيثة لتعزيز فرص الحوار وتوطيد دعائم الأمن والاستقرار في المنطقة.,"A fruitful fraternal meeting brought me together today in Abu Dhabi with my brother, His Highness Sheikh Mohammed bin Zayed Al Nahyan, in which we discussed the prospects for Qatari-Emirati cooperation in vital fields. We also discussed all situations in light of current regional developments, and our tireless efforts to enhance opportunities for dialogue and consolidate the foundations of security and stability in the region."
1996188920133148735/analytics,abdulbaset22,,"Your UX/UI journey starts here.

Online. Affordable. Portfolio-focused.

Learn to design websites, apps, and systems that people actually use. AUB's UX/UI Online Professional Graduate Diploma gives you the training and portfolio to make the leap.

 Applications close March 2.",0,0,0,https://x.com/MSFEA_AUB/status/1996188920133148735/analytics,"Your UX/UI journey starts here.

Online. Affordable. Portfolio-focused.

Learn to design websites, apps, and systems that people actually use. AUB's UX/UI Online Professional Graduate Diploma gives you the training and portfolio to make the leap.

 Applications close March 2.","Your UX/UI journey starts here.

Online. Affordable. Portfolio-focused.

Learn to design websites, apps, and systems that people actually use. AUB's UX/UI Online Professional Graduate Diploma gives you the training and portfolio to make the leap.

 Applications close March 2."
2022706553837805655,abdulbaset22,2026-02-14 16:16:37.162000+00:00,سعدت اليوم بلقاء أخي الشيخ تميم بن حمد آل ثاني في أبوظبي، حيث بحثنا العلاقات الأخوية التي تجمع الإمارات وقطر وشعبيهما الشقيقين، وسبل تعزيزها من أجل التنمية المشتركة. كما تبادلنا وجهات النظر حول المستجدات الإقليمية والدولية في إطار نهجنا الداعم للسلام والاستقرار  في المنطقة,0,0,0,https://x.com/MohamedBinZayed/status/2022706553837805655,سعدت اليوم بلقاء أخي الشيخ تميم بن حمد آل ثاني في أبوظبي، حيث بحثنا العلاقات الأخوية التي تجمع الإمارات وقطر وشعبيهما الشقيقين، وسبل تعزيزها من أجل التنمية المشتركة. كما تبادلنا وجهات النظر حول المستجدات الإقليمية والدولية في إطار نهجنا الداعم للسلام والاستقرار  في المنطقة,"Today, I was pleased to meet my brother Sheikh Tamim bin Hamad Al Thani in Abu Dhabi, where we discussed the fraternal relations between the UAE and Qatar and their brotherly peoples, and ways to strengthen them for common development. We also exchanged views on regional and international developments within the framework of our approach to supporting peace and stability in the region"
2019842828608876727,abdulbaset22,2026-02-06 18:37:11.862000+00:00,شهدت اليوم في أبوظبي وفخامة الرئيس بريس كلوتير أوليغوي نغيما توقيع اتفاقية الشراكة الاقتصادية الشاملة بين الإمارات والجابون والتي تمثل محطة مهمة في مسار العلاقات الاقتصادية والاستثمارية بين البلدين وتعكس النهج الثابت لدولة الإمارات في بناء الشراكات التنموية مع دول القارة,0,0,0,https://x.com/MohamedBinZayed/status/2019842828608876727,شهدت اليوم في أبوظبي وفخامة الرئيس بريس كلوتير أوليغوي نغيما توقيع اتفاقية الشراكة الاقتصادية الشاملة بين الإمارات والجابون والتي تمثل محطة مهمة في مسار العلاقات الاقتصادية والاستثمارية بين البلدين وتعكس النهج الثابت لدولة الإمارات في بناء الشراكات التنموية مع دول القارة,"Today in Abu Dhabi and His Excellency President Brice Cloutier Oligwe Nguema, I witnessed the signing of the Comprehensive Economic Partnership Agreement between the UAE and Gabon, which represents an important milestone in the path of economic and investment relations between the two countries and reflects the UAE’s consistent approach to building development partnerships with the countries of the continent."
2020481524664049697,abdulbaset22,2026-02-08 12:55:08.868000+00:00,"حُسن الخُلق 
ثروة عظيمة 
يا حظ من يملكها",0,0,0,https://x.com/Abdulbaset22/status/2020481524664049697,"حُسن الخُلق 
ثروة عظيمة 
يا حظ من يملكها","Good manners 
Great wealth 
Lucky who owns it"
2023030563716919388/analytics,abdulbaset22,,21  عاماً على اغـ.ـتيـ.ـال الـ.ـرئيـ.ـس الشـ.ـهيـ.ـد رفيـ.ـق الحـ.ـريـ.ـري اليوم استذكارٌ لشخصية لن يَلِـ.ـدَ مثلها الزمـ.ـان.. ولنا حديثٌ آخر عن خـ.ـونـ.ـة الإرث,0,0,0,https://x.com/MohamadSabounji/status/2023030563716919388/analytics,21  عاماً على اغـ.ـتيـ.ـال الـ.ـرئيـ.ـس الشـ.ـهيـ.ـد رفيـ.ـق الحـ.ـريـ.ـري اليوم استذكارٌ لشخصية لن يَلِـ.ـدَ مثلها الزمـ.ـان.. ولنا حديثٌ آخر عن خـ.ـونـ.ـة الإرث,"21 years since the assassination of the martyr President Rafik Hariri, today we remember a character whose like will never be born again. And we have another talk about traitors to the legacy."
2018393164781097132,abdulbaset22,2026-02-02 18:36:45.072000+00:00,في إطار نهج الإمارات الذي يقوم على التعاون الذي يحقق التنمية والتقدم للجميع، شهدت اليوم في أبوظبي وفخامة الرئيس فيليكس تشيسيكيدي، توقيع اتفاقية الشراكة الاقتصادية الشاملة بين دولة الإمارات وجمهورية الكونغو الديمقراطية التي نعمل من خلالها على استثمار كل الفرص المتاحة لتحقيق,0,0,0,https://x.com/MohamedBinZayed/status/2018393164781097132,في إطار نهج الإمارات الذي يقوم على التعاون الذي يحقق التنمية والتقدم للجميع، شهدت اليوم في أبوظبي وفخامة الرئيس فيليكس تشيسيكيدي، توقيع اتفاقية الشراكة الاقتصادية الشاملة بين دولة الإمارات وجمهورية الكونغو الديمقراطية التي نعمل من خلالها على استثمار كل الفرص المتاحة لتحقيق,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.
2018722821485326465,abdulbaset22,2026-02-03 16:26:41.355000+00:00,كرمنا الفائزين في الدورة الثانية من جائزة حمدان بن زايد البيئية، التي شهدت زيادة المشاركات إلى خمسة أضعاف مقارنة بالدورة الأولى، وشملت جميع إمارات الدولة. وتهدف الجائزة إلى تحفيز الأفراد والمؤسسات على دعم العمل البيئي، وتشجيع البحث العلمي، وتكريم الأفكار الإبداعية التي تعزز,0,0,0,https://x.com/HamdanBinZayed/status/2018722821485326465,كرمنا الفائزين في الدورة الثانية من جائزة حمدان بن زايد البيئية، التي شهدت زيادة المشاركات إلى خمسة أضعاف مقارنة بالدورة الأولى، وشملت جميع إمارات الدولة. وتهدف الجائزة إلى تحفيز الأفراد والمؤسسات على دعم العمل البيئي، وتشجيع البحث العلمي، وتكريم الأفكار الإبداعية التي تعزز,"We honored the winners of the second session of the Hamdan Bin Zayed Environmental Award, which witnessed a five-fold increase in entries compared to the first session, and included all emirates of the country. The award aims to motivate individuals and institutions to support environmental work, encourage scientific research, and honor creative ideas that promote..."
237986106229018624,abdulbaset22,2012-08-21 18:54:43.950000+00:00,"لن أنسى حق الكويت علينا في الامارات …
في التعليم والصحة…
مساعدتها في قيام الاتحاد… 
#الشكر_للكويت_من_دار_زايد",0,0,0,https://x.com/ABZayed/status/237986106229018624,"لن أنسى حق الكويت علينا في الامارات …
في التعليم والصحة…
مساعدتها في قيام الاتحاد… 
#الشكر_للكويت_من_دار_زايد","I will never forget Kuwait’s right over us in the Emirates...
In education and health...
Assisting in the establishment of the Union... 
#Thanks_to_Kuwait_from_DarZayed"
