tweet_id,username,created_at,text,replies,retweets,likes,url,year,month,date,Text_original,Text_en
1981646179277459577,61pari93357,2025-10-24 11:57:21.002,اکانت قبلیم اجازه ورود نداد ,0,0,0,https://x.com/61Pari93357/status/1981646179277459577,2025,10,2025-10-24,اکانت قبلیم اجازه ورود نداد ,My previous account did not allow login
2022730818498793517,61pari93357,2026-02-14 19:53:02.308,"گرونی ها وحشت زده م کرده .تاکجا میتوتیم؟ 
بازار خلوت فروشنده های مستاصل",0,0,0,https://x.com/61Pari93357/status/2022730818498793517,2026,2,2026-02-14,"گرونی ها وحشت زده م کرده .تاکجا میتوتیم؟ 
بازار خلوت فروشنده های مستاصل","The prices have scared me. Where are we going? 
A lonely market of desperate sellers"
2020923655425790218,61pari93357,2026-02-09 20:12:01.056,"بچه‌ها کسی رو نمیشناسید کلیه بخره؟ 
اگر نه #ریتوییت کنید من یه کار پیدا کنم. 
تولید محتوا میکنم ولی توی این وضعیت هر کاری مثل فروشندگی و اینا هم قبوله.",0,0,0,https://x.com/SSoooksi/status/2020923655425790218,2026,2,2026-02-09,"بچه‌ها کسی رو نمیشناسید کلیه بخره؟ 
اگر نه #ریتوییت کنید من یه کار پیدا کنم. 
تولید محتوا میکنم ولی توی این وضعیت هر کاری مثل فروشندگی و اینا هم قبوله.","Do you guys know anyone who wants a kidney? 
If not, retweet and I will find a job. 
I produce content, but in this situation, any job like sales and so on is also acceptable."
2020413762201616810,61pari93357,2026-02-08 10:25:53.038,ویزیت چشم پزشکی دربیمارستان خدا دوست هفته قبل 700این هفته 900.....,0,0,0,https://x.com/61Pari93357/status/2020413762201616810,2026,2,2026-02-08,ویزیت چشم پزشکی دربیمارستان خدا دوست هفته قبل 700این هفته 900.....,Ophthalmology visit at Khoda Dost Hospital last week 700 this week 900.....
2020412221831147902,61pari93357,2026-02-08 10:19:45.785,این روزها بیشترین چیزی که باید یاد بگیریم تلاش برای بقاست.مدیریت خوراک وپول وصد البته محدود کردن وعده ها .مراقب سلامت روان بعلت نبود دارو و گرون شدن همه چیز...چاره ایی نداریم.,0,0,0,https://x.com/61Pari93357/status/2020412221831147902,2026,2,2026-02-08,این روزها بیشترین چیزی که باید یاد بگیریم تلاش برای بقاست.مدیریت خوراک وپول وصد البته محدود کردن وعده ها .مراقب سلامت روان بعلت نبود دارو و گرون شدن همه چیز...چاره ایی نداریم.,These days the most thing we have to learn is trying to survive. Managing food and money and of course limiting meals. Taking care of mental health due to the lack of medicine and everything becoming expensive... we have no choice.
2020178405451350499,61pari93357,2026-02-07 18:50:39.616,"من واقعاً بی‌پولم بیاید براتون تاروت بگیرم قسطام مونده.
نمیخوای تاروت بگیرم برات ریتوییت کن یکی دیگه شاید خواست. تخفیفم داره.
اگر‌ میخواید هویت ۱۰۰٪ ناشناس باشه میتونید از لینک ناشناس استفاده کنید.",0,0,0,https://x.com/wiiitch_of_oz/status/2020178405451350499,2026,2,2026-02-07,"من واقعاً بی‌پولم بیاید براتون تاروت بگیرم قسطام مونده.
نمیخوای تاروت بگیرم برات ریتوییت کن یکی دیگه شاید خواست. تخفیفم داره.
اگر‌ میخواید هویت ۱۰۰٪ ناشناس باشه میتونید از لینک ناشناس استفاده کنید.","I really have no money, come and get tarot for you, I have left my installments.
If you don't want me to get your tarot, retweet it for you, someone else might want it. I have a discount.
If you want to be 100% anonymous, you can use the anonymous link."
2020131860597105027,61pari93357,2026-02-07 15:45:42.458,"هیچکس بفکرمون نیست.
ما موندیم و دردهامون .",0,0,0,https://x.com/61Pari93357/status/2020131860597105027,2026,2,2026-02-07,"هیچکس بفکرمون نیست.
ما موندیم و دردهامون .","No one cares about us.
We stayed and our pain."
2020108495425503270,61pari93357,2026-02-07 14:12:51.767,کسی تجربه از نایت گارد داره و ممکنه جلوگیری کنه از گاز گرفتن زبان در خواب؟؟؟ یا موثر نیست,0,0,0,https://x.com/61Pari93357/status/2020108495425503270,2026,2,2026-02-07,کسی تجربه از نایت گارد داره و ممکنه جلوگیری کنه از گاز گرفتن زبان در خواب؟؟؟ یا موثر نیست,Does anyone have experience with night guard and can it prevent tongue biting in sleep??? or not effective
2019854774024192306,61pari93357,2026-02-06 21:24:39.871,"RT
«هی تو اینستا و شبکه‌های ماهواره‌ای روان‌شناسا میان می‌گن در ترومای جمعی و فلان و بیسار چطوری مراقبت کنید از خودتون. آقا اصلا روان‌شناسی هنوز به این‌جایی که ما هستیم نرسیده. اسمی براش نداره راه‌کاری براش نداره رها کنید.»
#IranMassacre",0,0,0,https://x.com/Daikatuo/status/2019854774024192306,2026,2,2026-02-06,"RT
«هی تو اینستا و شبکه‌های ماهواره‌ای روان‌شناسا میان می‌گن در ترومای جمعی و فلان و بیسار چطوری مراقبت کنید از خودتون. آقا اصلا روان‌شناسی هنوز به این‌جایی که ما هستیم نرسیده. اسمی براش نداره راه‌کاری براش نداره رها کنید.»
#IranMassacre","RT
""Hey, on Insta and satellite channels, psychologists are telling you how to take care of yourself in such and such a mass trauma. Sir, psychology has not yet reached where we are. There is no name for it, there is no solution for it, let it go.""
#IranMassacre"
2020099131809648819,61pari93357,2026-02-07 13:35:39.307,ما این درد را بلد نیستیم.,0,0,0,https://x.com/61Pari93357/status/2020099131809648819,2026,2,2026-02-07,ما این درد را بلد نیستیم.,We do not know this pain.
