tweet_id,username,created_at,text,replies,retweets,likes,url,Text_original,Text_en
2022559242301964322,ab_ganji,2026-02-14 06:31:15.355000+00:00,"پیروزی در مکتب ما""پیروزی خون بر شمشیر""است.در کربلا این بود و در انقلاب اسلامی نیر نبرد تانک و نفربر با گوشت و پوست بود.شیعه هیچگاه با شمشیر پیروز نشده است.
راز این گونه پیروزی در نگاه شهید بهشتی، نترسیدن از مرگ است.حیات ما در نترسیدن از مرگ است.با محاسبات مادی صرف، پیروزی برای ما",0,0,0,https://x.com/ab_ganji/status/2022559242301964322,"پیروزی در مکتب ما""پیروزی خون بر شمشیر""است.در کربلا این بود و در انقلاب اسلامی نیر نبرد تانک و نفربر با گوشت و پوست بود.شیعه هیچگاه با شمشیر پیروز نشده است.
راز این گونه پیروزی در نگاه شهید بهشتی، نترسیدن از مرگ است.حیات ما در نترسیدن از مرگ است.با محاسبات مادی صرف، پیروزی برای ما","Victory in our school is ""the victory of blood over the sword"". This was the case in Karbala, and in the Islamic revolution, tanks and people carriers were used in battle with flesh and skin. Shiites have never won with the sword.
The secret of this kind of victory in the eyes of Shahid Beheshti is not to be afraid of death. Our life is not to be afraid of death. With only material calculations, victory is for us."
2023046173083263131,ab_ganji,2026-02-15 14:46:08.700000+00:00,"گاردین:بحران کوبا وارد مرحله‌ حاد شد 
دولت مدارس و ادارات غیر ضروری را تعطیل کرده؛ شهروندان نیز برای زندگی بدون سوخت آماده می‌شوند،از ساخت اجاقهای زغالی تا کمک‌های داوطلبانه برای بیماران.
جرم کوبا چیست؟ نمی خواهند در اردوگاه غرب باشند و کاری هم به آمریکا ندارد اما ولش نمی کنند.",0,0,0,https://x.com/ab_ganji/status/2023046173083263131,"گاردین:بحران کوبا وارد مرحله‌ حاد شد 
دولت مدارس و ادارات غیر ضروری را تعطیل کرده؛ شهروندان نیز برای زندگی بدون سوخت آماده می‌شوند،از ساخت اجاقهای زغالی تا کمک‌های داوطلبانه برای بیماران.
جرم کوبا چیست؟ نمی خواهند در اردوگاه غرب باشند و کاری هم به آمریکا ندارد اما ولش نمی کنند.","Guardian: The Cuban crisis entered an acute stage 
The government has closed unnecessary schools and offices; Citizens are also preparing to live without fuel, from building charcoal stoves to volunteering to help the sick.
What is Cuban crime? They don't want to be in the Western camp and it has nothing to do with America, but they don't let go."
2023014406893007206,ab_ganji,2026-02-15 12:39:55.050000+00:00,"هوش مصنوعی می گوید تنها شاهزاده ای که در ٢٣٠ سال اخیر از دشمن خارجی می خواهد به کشورش حمله کند پهلوی است!
بعد از اسفند١٢٩٩ و مرداد١٣٣٢ این درخواست #سومین_کودتای خارجی است.هر کدام یکی! ارثیه!",0,0,0,https://x.com/ab_ganji/status/2023014406893007206,"هوش مصنوعی می گوید تنها شاهزاده ای که در ٢٣٠ سال اخیر از دشمن خارجی می خواهد به کشورش حمله کند پهلوی است!
بعد از اسفند١٢٩٩ و مرداد١٣٣٢ این درخواست #سومین_کودتای خارجی است.هر کدام یکی! ارثیه!","Artificial intelligence says that the only prince who wants a foreign enemy to attack his country in the last 230 years is Pahlavi!
After March 1299 and August 1332, this request is the third foreign coup. Each one is one! Inheritance!"
2022976312739078333,ab_ganji,2026-02-15 10:08:32.696000+00:00,"در طول تاریخ ٢٣٠ ساله آشنایی ايرانيان با غرب جدید این حد از پستی و عریان نمایی در اجنبی خواهی حتی در کتاب‌ها هم نیست.اردشیر ریپورتر، میرزا آقاخان نوری، امینی و...ظاهر را حفظ می کردند.

برزو ارجمند: ما احتیاج به کمک خارجی داریم؛ من منتظر فرا رسیدن وقت لعنتی (حمله) هستم!",0,0,0,https://x.com/ab_ganji/status/2022976312739078333,"در طول تاریخ ٢٣٠ ساله آشنایی ايرانيان با غرب جدید این حد از پستی و عریان نمایی در اجنبی خواهی حتی در کتاب‌ها هم نیست.اردشیر ریپورتر، میرزا آقاخان نوری، امینی و...ظاهر را حفظ می کردند.

برزو ارجمند: ما احتیاج به کمک خارجی داریم؛ من منتظر فرا رسیدن وقت لعنتی (حمله) هستم!","During the 230-year history of Iranians' familiarity with the new West, this level of baseness and exposure in xenophobia is not even found in books. Ardeshir Reporter, Mirza Aga Khan Noori, Amini, etc. kept appearances.

Honorable Barzo Arjamand: We need foreign help; I'm waiting for the damn time (to attack)!"
2022935019644473576,ab_ganji,2026-02-15 07:24:27.655000+00:00,"دیروز پهلوی بی شرمانه ۴ بار در مونیخ خواستار حمله غرب به ایران شد.عمال موساد هم اینجا التماس ترامپ می کنند.
ضمن اینکه این اعتیاد و سیره خانوادگی در سالهای١٢٩٩ و ١٣٣٢ است، این سوال را بی پاسخ می گذارد که:کسی که اکثریت ملت را مخالف نظام مستقر یا همسو با خود می داند چه نیازی",0,0,0,https://x.com/ab_ganji/status/2022935019644473576,"دیروز پهلوی بی شرمانه ۴ بار در مونیخ خواستار حمله غرب به ایران شد.عمال موساد هم اینجا التماس ترامپ می کنند.
ضمن اینکه این اعتیاد و سیره خانوادگی در سالهای١٢٩٩ و ١٣٣٢ است، این سوال را بی پاسخ می گذارد که:کسی که اکثریت ملت را مخالف نظام مستقر یا همسو با خود می داند چه نیازی","Yesterday Pahlavi shamelessly called for Western attack on Iran 4 times in Munich. Mossad agents are also begging Trump here.
In addition to this addiction and family tradition in the years 1299 and 1332, it leaves the question unanswered: What is the need of a person who considers the majority of the nation to be against the established system or aligned with him?"
2022935024186855549,ab_ganji,2026-02-15 07:24:28.738000+00:00,"به حمله خارجی دارد؟بفرمایید با اکثریت!انقلاب کنید.اگر انقلاب تان نامش ملی است یا شیروخورشید چرا باید آویزان ترامپ-نتانیاهو باشید؟ کلمه ملی را حذف کنید.فرش قرمز که از حکومت برای انقلاب توقع ندارید؟ اکثریت را هم که نمیشود کشت.بسم الله انقلاب کنید.
چرا ترامپ را جایگزین ملت می کنید؟",0,0,0,https://x.com/ab_ganji/status/2022935024186855549,"به حمله خارجی دارد؟بفرمایید با اکثریت!انقلاب کنید.اگر انقلاب تان نامش ملی است یا شیروخورشید چرا باید آویزان ترامپ-نتانیاهو باشید؟ کلمه ملی را حذف کنید.فرش قرمز که از حکومت برای انقلاب توقع ندارید؟ اکثریت را هم که نمیشود کشت.بسم الله انقلاب کنید.
چرا ترامپ را جایگزین ملت می کنید؟","Is it against a foreign attack? Let's make a revolution with the majority. If your revolution is called ""Meli"" or ""Shiroshorshid"", why should you hang Trump-Netanyahu? Remove the word national. The red carpet that you don't expect from the government for revolution? The majority cannot be killed either. In the name of God, make a revolution.
Why do you replace Trump with the nation?"
2022871209470497096,ab_ganji,2026-02-15 03:10:54.124000+00:00,"کاربر مذهبی مسیحی نوشته:
من همین الان از کلیسا آمدم""۵""دقیقه وقت گذاشتم تا برای این مرد محترم دعا کنم.
او تـرامپ و نتانیاهو را به زانو در خواهد آورد...

ان شاالله با ايستادگی ملت هوشیار ایران مصداق آیه ""فَاسْتَقِمْ كَمَا أُمِرْتَ وَمَن تَابَ مَعَكَ "" خواهد شد.",0,0,0,https://x.com/ab_ganji/status/2022871209470497096,"کاربر مذهبی مسیحی نوشته:
من همین الان از کلیسا آمدم""۵""دقیقه وقت گذاشتم تا برای این مرد محترم دعا کنم.
او تـرامپ و نتانیاهو را به زانو در خواهد آورد...

ان شاالله با ايستادگی ملت هوشیار ایران مصداق آیه ""فَاسْتَقِمْ كَمَا أُمِرْتَ وَمَن تَابَ مَعَكَ "" خواهد شد.","Christian religious user wrote:
I just came from the church, I took 5 minutes to pray for this honorable man.
He will bring Trump and Netanyahu to their knees...

God willing, with the standing of the alert nation of Iran, it will become an example of the verse ""So be straight as you have commanded, and I will be patient with you."""
2022747917820551249,ab_ganji,2026-02-14 19:00:59.104000+00:00,میگیم کورش با انقلاب اسلامی شناخته شد، قبرش آباد شد، یک نفر در خاندان پهلوی اسمش کورش نیست و اسم هیچ حاکمی در١٧٠٠ سال کورش نیست باورتان نمی شود.این تقویم ٢،٣سال قبل انقلاب است.کل صفحه تولد خاندان پهلوی است فقط هفتم آبان که روز کورش است کلا سفید و بی مناسبت است.تهش هم شاهپور است,0,0,0,https://x.com/ab_ganji/status/2022747917820551249,میگیم کورش با انقلاب اسلامی شناخته شد، قبرش آباد شد، یک نفر در خاندان پهلوی اسمش کورش نیست و اسم هیچ حاکمی در١٧٠٠ سال کورش نیست باورتان نمی شود.این تقویم ٢،٣سال قبل انقلاب است.کل صفحه تولد خاندان پهلوی است فقط هفتم آبان که روز کورش است کلا سفید و بی مناسبت است.تهش هم شاهپور است,"We say that Kuresh was identified with the Islamic Revolution, his grave was settled, not one person in the Pahlavi family is named Koresh, and no ruler is named Koresh in 1700 years. You cannot believe this calendar. This calendar is 2-3 years before the revolution. The entire page is the birthday of the Pahlavi family, only the seventh of Aban, which is Kuresh's day, is completely white and inappropriate. Tahesh is also Shahpur."
2022700444242362608,ab_ganji,2026-02-14 15:52:20.521000+00:00,"ما عزا داریم اون وقت شما نیمه شعبان و٢٢بهمن برگزار می کنید؟ حالا ما میرقصیم چون در ایران نیستیم!
فرق می کند!",0,0,0,https://x.com/ab_ganji/status/2022700444242362608,"ما عزا داریم اون وقت شما نیمه شعبان و٢٢بهمن برگزار می کنید؟ حالا ما میرقصیم چون در ایران نیستیم!
فرق می کند!","We are in mourning, will you celebrate half of Sha'ban and 22 Bahman at that time? Now we are dancing because we are not in Iran!
It is different!"
2022679937053004176,ab_ganji,2026-02-14 14:30:51.226000+00:00,"مهدی نصیری ایامی که داور جشنواره فیلم عمار بود :
«خمینی کسی بود که غرب را به زانو درآورد، شرق را حیرت زده کرد و همه عالم را مشغول خودش کرد!»

مهدی نصیری حالا:
به فراخوان پهلوی بپوندید
«درود بر شاهزاده رضا پهلوی»

خدا آخرت و عاقبت ما را ختم بخیر کند انشاالله.",0,0,0,https://x.com/ab_ganji/status/2022679937053004176,"مهدی نصیری ایامی که داور جشنواره فیلم عمار بود :
«خمینی کسی بود که غرب را به زانو درآورد، شرق را حیرت زده کرد و همه عالم را مشغول خودش کرد!»

مهدی نصیری حالا:
به فراخوان پهلوی بپوندید
«درود بر شاهزاده رضا پهلوی»

خدا آخرت و عاقبت ما را ختم بخیر کند انشاالله.","Mehdi Nasiri Ayami, who was the judge of Ammar Film Festival:
""Khomeini was the one who brought the West to its knees, stunned the East and made the whole world busy!""

Mehdi Nasiri now:
Follow Pahlavi's call
""Hail to Prince Reza Pahlavi""

God bless our hereafter and the end, God willing."
