tweet_id,username,created_at,text,replies,retweets,likes,url,year,month,date,Text_original,Text_en
1740404574836633785,alivesali,2023-12-28 18:09:20.451,"انگار یک‌تنه جلوی دریا را گرفته بود
#قشم
پاییز ۴۰۲",0,0,0,https://x.com/AliVesali/status/1740404574836633785,2023,12,2023-12-28,"انگار یک‌تنه جلوی دریا را گرفته بود
#قشم
پاییز ۴۰۲","It was as if he was standing in front of the sea alone
#Qeshm
Autumn 402"
2017148851316981977,alivesali,2026-01-30 10:12:17.624,"در ابن‌مدت زندگی به گونه‌ای سپری شده‌است که می‌توانم سال‌ها بدون آن‌که اتفاق غم‌انگیزی رخ بدهد، غمگین بمانم.

#داستایوفسکی",0,0,0,https://x.com/AliVesali/status/2017148851316981977,2026,1,2026-01-30,"در ابن‌مدت زندگی به گونه‌ای سپری شده‌است که می‌توانم سال‌ها بدون آن‌که اتفاق غم‌انگیزی رخ بدهد، غمگین بمانم.

#داستایوفسکی","In Ibn Madad, life has been spent in such a way that I can remain sad for years without something sad happening.

#Dostoevsky"
2007162241330610208,alivesali,2026-01-02 20:49:04.261,"لئونارد برنستاین:
«سمفونی سوم لحظه‌ای است که بتهوون به ما نشان می‌دهد موسیقی می‌تواند درباره‌ی انسان، تاریخ و سرنوشت سخن بگوید.»

سمفونی شماره ۳. موومان دوم
اجرای فون کارایان و فیلارمونیک برلین",0,0,0,https://x.com/Range_anar/status/2007162241330610208,2026,1,2026-01-02,"لئونارد برنستاین:
«سمفونی سوم لحظه‌ای است که بتهوون به ما نشان می‌دهد موسیقی می‌تواند درباره‌ی انسان، تاریخ و سرنوشت سخن بگوید.»

سمفونی شماره ۳. موومان دوم
اجرای فون کارایان و فیلارمونیک برلین","Leonard Bernstein:
""The third symphony is the moment when Beethoven shows us that music can speak about man, history and destiny.""

Symphony number 3. The second movement
Performed by Von Karaian and the Berlin Philharmonic"
2006696281045963044,alivesali,2026-01-01 13:57:30.672,"شماره ششم از فصل دوم نوش جان منتشر شد.
با خودم فکر کردم که در این شرایط منتشر بکنم یا نه؟ ولی در نهایت منتشر کردم. برای اینکه تا پیش از مهاجرت، لارستان در تمام روزهای آشوب و ظلم، مأمن و پناهگاه من بود. این کتابخونه کوچک بخشی از حیات اجتماعی، عاطفی و حتی سیاسی من بود و هست. نمی",0,0,0,https://x.com/SaharBoroumand/status/2006696281045963044,2026,1,2026-01-01,"شماره ششم از فصل دوم نوش جان منتشر شد.
با خودم فکر کردم که در این شرایط منتشر بکنم یا نه؟ ولی در نهایت منتشر کردم. برای اینکه تا پیش از مهاجرت، لارستان در تمام روزهای آشوب و ظلم، مأمن و پناهگاه من بود. این کتابخونه کوچک بخشی از حیات اجتماعی، عاطفی و حتی سیاسی من بود و هست. نمی","The sixth issue of the second season of Noosh Jan was published.
I thought to myself, should I publish in this situation or not? But finally I published it. Because before the migration, Larestan was my safe and refuge during all the days of chaos and oppression. This small library was and is a part of my social, emotional and even political life. not"
2006663242316394617,alivesali,2026-01-01 11:46:13.625,"فهمیدم که زندگی هیچ معنایی ندارد، و درست در همین بی‌معنایی بود که آزادی واقعی پنهان است. وقتی انسان چیزی برای از دست دادن نداشته باشد، همه چیز را به دست آورده است. هیچ چیز مهم نیست جز این که زندگی کنیم، بی‌هیچ دلیلی، فقط چون آفتاب هست و باد بر صورتمان می‌وزد.
#آلبر_کامو
#بیگانه",0,0,0,https://x.com/AliVesali/status/2006663242316394617,2026,1,2026-01-01,"فهمیدم که زندگی هیچ معنایی ندارد، و درست در همین بی‌معنایی بود که آزادی واقعی پنهان است. وقتی انسان چیزی برای از دست دادن نداشته باشد، همه چیز را به دست آورده است. هیچ چیز مهم نیست جز این که زندگی کنیم، بی‌هیچ دلیلی، فقط چون آفتاب هست و باد بر صورتمان می‌وزد.
#آلبر_کامو
#بیگانه","I realized that life has no meaning, and it is in this meaninglessness that true freedom is hidden. When a man has nothing to lose, he has everything to gain. Nothing matters but to live, for no reason, just because the sun is shining and the wind is blowing in our face.
#Albert_Camus
#alien"
2006433760959672807,alivesali,2025-12-31 20:34:21.006,"یه جایی خوندم که:
خستگی هیچ‌کدوم‌مون از کار نیست؛ از تلاش بی‌معنی‌مونه.

#وضعیت",0,0,0,https://x.com/AliVesali/status/2006433760959672807,2025,12,2025-12-31,"یه جایی خوندم که:
خستگی هیچ‌کدوم‌مون از کار نیست؛ از تلاش بی‌معنی‌مونه.

#وضعیت","I read somewhere that:
None of us are tired from work; From our pointless effort.

#status"
1839609409598607485,alivesali,2024-09-27 13:13:56.195,"کشورم
تمام سال‌های جوانی مرا دزدیده بود
و دیگر هیچ کشوری
نمی‌توانست آن‌ را به من پس بدهد

~
اصلی اردوغان",0,0,0,https://x.com/SiamakTgzd/status/1839609409598607485,2024,9,2024-09-27,"کشورم
تمام سال‌های جوانی مرا دزدیده بود
و دیگر هیچ کشوری
نمی‌توانست آن‌ را به من پس بدهد

~
اصلی اردوغان","my country
He had stolen all my youth
And no other country
He could not give it back to me

~
The original Erdogan"
2005762594553094255,alivesali,2025-12-30 00:07:22.465,"هی دفن می‌کنم و دفن می‌کنم و‌دفن می‌کنم،
امیدهای رفته پی‌روزهای رفته را،
هی قرض می‌کنم و قرض می‌کنم و قرض می‌کنم،
از فردای خود امید.
فتح‌نامه‌ی کلات/بهرام بیضایی.",0,0,0,https://x.com/sayeh_mansour/status/2005762594553094255,2025,12,2025-12-30,"هی دفن می‌کنم و دفن می‌کنم و‌دفن می‌کنم،
امیدهای رفته پی‌روزهای رفته را،
هی قرض می‌کنم و قرض می‌کنم و قرض می‌کنم،
از فردای خود امید.
فتح‌نامه‌ی کلات/بهرام بیضایی.","hey i bury and bury and bury
The lost hopes of the lost victories,
hey i borrow and borrow and borrow
Hope from tomorrow itself.
Fatehnameh Kalat/Bahram Baizai."
2005684615617593466,alivesali,2025-12-29 18:57:30.838,ناامیدی دیگر یک حالت گذرا نیست؛ زمان را اشغال کرده، حال را مصادره می‌کند و اجازه نمی‌دهد آینده‌ای تصور شود. چطور امید را بیابیم آن هم وقتی که ناامیدی تبدیل به لحظه‌ی اکنون می‌شود؟!,0,0,0,https://x.com/ordii26/status/2005684615617593466,2025,12,2025-12-29,ناامیدی دیگر یک حالت گذرا نیست؛ زمان را اشغال کرده، حال را مصادره می‌کند و اجازه نمی‌دهد آینده‌ای تصور شود. چطور امید را بیابیم آن هم وقتی که ناامیدی تبدیل به لحظه‌ی اکنون می‌شود؟!,"Despair is no longer a passing state; It occupies time, confiscates the present and does not allow a future to be imagined. How to find hope when despair becomes the present moment?!"
2005509963297575031,alivesali,2025-12-29 07:23:30.480,"تا چندوقت پیش هرشب که می‌خوابیدیم، صبحش فقیرتر از خواب بیدار می‌شدیم.
الان یه چُرت کوتاه عصرانه هم کافیه برای فقیرتر شدن.
#وضعیت
#دلار",0,0,0,https://x.com/AliVesali/status/2005509963297575031,2025,12,2025-12-29,"تا چندوقت پیش هرشب که می‌خوابیدیم، صبحش فقیرتر از خواب بیدار می‌شدیم.
الان یه چُرت کوتاه عصرانه هم کافیه برای فقیرتر شدن.
#وضعیت
#دلار","Until some time ago, every night we slept, we woke up poorer in the morning.
Now a short nap in the evening is enough to become poorer.
#status
#dollar"
