tweet_id,username,created_at,text,replies,retweets,likes,url,year,month,date,Text_original,Text_en
2011567115279700306,ajdemarang,2026-01-15 00:32:28.049,ایرانی دیر می‌فهمد و زود فراموش می‌کند!,0,0,0,https://x.com/ajdemarang/status/2011567115279700306,2026,1,2026-01-15,ایرانی دیر می‌فهمد و زود فراموش می‌کند!,Iranians understand slowly and forget quickly!
2022813963852054601,ajdemarang,2026-02-15 01:23:25.705,هر چی جلوتر می‌ره داستان غم‌انگیزتر می‌شه. مثل این که یکیشون با هواپیما رفته مونیخ. پنجاه نفر هم اومدن زیرش کامنت گذاشتن این موفقیت رو بهش تبریک گفتن!,0,0,0,https://x.com/ajdemarang/status/2022813963852054601,2026,2,2026-02-15,هر چی جلوتر می‌ره داستان غم‌انگیزتر می‌شه. مثل این که یکیشون با هواپیما رفته مونیخ. پنجاه نفر هم اومدن زیرش کامنت گذاشتن این موفقیت رو بهش تبریک گفتن!,"The further it goes, the sadder the story becomes. It's like one of them went to Munich by plane. 50 people came to congratulate him on this success!"
2022784860679495792,ajdemarang,2026-02-14 23:27:46.968,۲۵۰ هزار نفر بودن ولی چون یک عده رفته بودن تو کون بقیه تو عکس‌ها ۲۰ هزار تا بیشتر مشخص نیست.,0,0,0,https://x.com/ajdemarang/status/2022784860679495792,2026,2,2026-02-14,۲۵۰ هزار نفر بودن ولی چون یک عده رفته بودن تو کون بقیه تو عکس‌ها ۲۰ هزار تا بیشتر مشخص نیست.,"There were 250 thousand people, but because some of them were gone, the others in the photos are not more than 20 thousand."
2022717324487180526,ajdemarang,2026-02-14 18:59:25.085,"این میدان از تعدادی بلوک تشکیل شده که هر کدام تقریبا اندازه یک زمین فوتبال با مساحت حدود 6000 متر مربعند که حداکثر 6000 نفر در هر کدامشان جا میشوند.
عکس هم نشان میدهد که جمعیت نتوانسه حتی 6 تا از این بلوکها را پر کند. یعنی جمعیتی که در عکس می بینیم، حتما کمتر از 35 هزار نفر است.",0,0,0,https://x.com/kam778/status/2022717324487180526,2026,2,2026-02-14,"این میدان از تعدادی بلوک تشکیل شده که هر کدام تقریبا اندازه یک زمین فوتبال با مساحت حدود 6000 متر مربعند که حداکثر 6000 نفر در هر کدامشان جا میشوند.
عکس هم نشان میدهد که جمعیت نتوانسه حتی 6 تا از این بلوکها را پر کند. یعنی جمعیتی که در عکس می بینیم، حتما کمتر از 35 هزار نفر است.","This square consists of a number of blocks, each of which is approximately the size of a football field with an area of ​​about 6000 square meters, and a maximum of 6000 people can fit in each of them.
The photo also shows that the crowd could not fill even 6 of these blocks. That is, the population that we see in the photo must be less than 35 thousand people."
2022748554259992815,ajdemarang,2026-02-14 21:03:30.843,از استبداد دینی به فاشیسم سلطنتی. بخدا مردم پا برهنه و بیسواد مشروطه صد سال پیش عقلانیت بیشتری نشان دادند.,0,0,0,https://x.com/straypatriot/status/2022748554259992815,2026,2,2026-02-14,از استبداد دینی به فاشیسم سلطنتی. بخدا مردم پا برهنه و بیسواد مشروطه صد سال پیش عقلانیت بیشتری نشان دادند.,"From religious tyranny to royal fascism. By God, the barefoot and illiterate constitutional people showed more rationality a hundred years ago."
2022630542550913266,ajdemarang,2026-02-14 13:14:34.659,"این اکانت به طنز چند خط نوشت و توییتر بلافاصله حذفش کرد 
ولی چندساله درباره ایران از این بدتر رو بصورت جدی مینویسن حذف که نمیشه تازه پروموت میشن لایک هم براشون میریزن",0,0,0,https://x.com/PChapsar/status/2022630542550913266,2026,2,2026-02-14,"این اکانت به طنز چند خط نوشت و توییتر بلافاصله حذفش کرد 
ولی چندساله درباره ایران از این بدتر رو بصورت جدی مینویسن حذف که نمیشه تازه پروموت میشن لایک هم براشون میریزن","This account wrote a few funny lines and was immediately deleted by Twitter 
But for several years, they have been seriously writing worse things about Iran than this. They cannot be deleted."
2022775280138379324,ajdemarang,2026-02-14 22:49:42.789,"خبر فوری: شاهزاده برگشت!
توضیحات: به لس‌آنجلس",0,0,0,https://x.com/ajdemarang/status/2022775280138379324,2026,2,2026-02-14,"خبر فوری: شاهزاده برگشت!
توضیحات: به لس‌آنجلس","Breaking news: The prince is back!
Description: To Los Angeles"
2022725843018199352,ajdemarang,2026-02-14 19:33:16.061,#رضا_پهلوی برای 25 بهمن فراخوان داده بود. #تهران اما شبی آرام را سپری کرد.,0,0,0,https://x.com/mhsadeq1414/status/2022725843018199352,2026,2,2026-02-14,#رضا_پهلوی برای 25 بهمن فراخوان داده بود. #تهران اما شبی آرام را سپری کرد.,"#Reza_Pahlavi had called for 25 Bahman. #Tehran, but he spent a quiet night."
2022720196343898316,ajdemarang,2026-02-14 19:10:49.789,"این سناتور کلیدی ایالت متحده، پای ثابت اجلاس‌های مجاهدین خلق بود. اگه اینا پیشرفت باشه، مجاهدین خلق این جاده رو چند سال پیش با پا آسفالت کردن. حتی پمپئو رو هم آورده بودن.
این کلیدها رو ده بیشتر بدی، شهرستان هم میان...",0,0,0,https://x.com/Reza_Hmz/status/2022720196343898316,2026,2,2026-02-14,"این سناتور کلیدی ایالت متحده، پای ثابت اجلاس‌های مجاهدین خلق بود. اگه اینا پیشرفت باشه، مجاهدین خلق این جاده رو چند سال پیش با پا آسفالت کردن. حتی پمپئو رو هم آورده بودن.
این کلیدها رو ده بیشتر بدی، شهرستان هم میان...","This key senator of the United States was the stable foot of the meetings of the Mojahedin Khalq. If this is progress, the People's Mojahedin asphalted this road a few years ago. They even brought Pompeo.
Give these keys ten more, the city is in between..."
2022711193744413044,ajdemarang,2026-02-14 18:35:03.402,"به علت افزایش پول پیش کارگاه و بدهی و ۴ ماه کرایه عقب افتاده میخوام تمام عینکارو ۵۰٪ درصد تخفیف بزارم فریم دودی با عدسی یووی ۴۰۰ و پلاریزه ۵ بوده میدم ۲۵۰۰
و طبی ۶ بوده ۳ تومن
خیلی خوشحال میشم ازم حمایت کنید ریت کنید تمام کارا دست سازه و ۱ سال ضمانت بی قید و شرط داره
مرسی",0,0,0,https://x.com/asp588/status/2022711193744413044,2026,2,2026-02-14,"به علت افزایش پول پیش کارگاه و بدهی و ۴ ماه کرایه عقب افتاده میخوام تمام عینکارو ۵۰٪ درصد تخفیف بزارم فریم دودی با عدسی یووی ۴۰۰ و پلاریزه ۵ بوده میدم ۲۵۰۰
و طبی ۶ بوده ۳ تومن
خیلی خوشحال میشم ازم حمایت کنید ریت کنید تمام کارا دست سازه و ۱ سال ضمانت بی قید و شرط داره
مرسی","Due to the increase of money before the workshop and debt and 4 months of late rent, I want to discount all the glasses by 50%. Smoked frames with UV 400 and polarized 5 lenses, I will give them 2500.
And medical was 6 and 3 tomans
I will be very happy if you support me and rate it. All work is handmade and has 1 year unconditional warranty
thank you"
