tweet_id,username,created_at,text,replies,retweets,likes,url,Text_original,Text_en
2022311298323652839,a_01_2024,2026-02-13 14:06:00.904000+00:00,"زد اگر کسی در ِخانه‌ات، دل ماست کرده بهانه‌ات
همه جا گرفته نشانه‌ات.....

#بازهم_نیامدی",0,0,0,https://x.com/fereshte_aminy/status/2022311298323652839,"زد اگر کسی در ِخانه‌ات، دل ماست کرده بهانه‌ات
همه جا گرفته نشانه‌ات.....

#بازهم_نیامدی","If someone in your house has hurt us, excuse me
Your signs are everywhere...

#you_didn't_come_again"
2019803080536228122,a_01_2024,2026-02-06 15:59:15.183000+00:00,"منم‌میگم: 
دلسوزتر از« سید علی خامنه‌ای» برای ایران نیست.
می‌تونید منو آنفالو و بلاک کنید.",0,0,0,https://x.com/f_mustafavi/status/2019803080536228122,"منم‌میگم: 
دلسوزتر از« سید علی خامنه‌ای» برای ایران نیست.
می‌تونید منو آنفالو و بلاک کنید.","I say: 
There is no one more sympathetic to Iran than Seyyed Ali Khamenei.
You can unfollow and block me."
2020033694132560358,a_01_2024,2026-02-07 07:15:37.749000+00:00,"عرب به پوستهٔ نازک روی هستهٔ خرما
میگه : قطمیر

قرآن هم می فرماید :
وَالَّذِينَ تَدْعُونَ مِنْ دُونِهِ مَا يَمْلِكُونَ مِنْ قِطْمِيرٍ

این کسانی را که ارباب عالم و خدای جهان
و کدخدای این دنیا می پندارید
مالک این قطمیر هم نیستند...!
#آیهٔ۱۳فاطر",0,0,0,https://x.com/AtaeiTaher/status/2020033694132560358,"عرب به پوستهٔ نازک روی هستهٔ خرما
میگه : قطمیر

قرآن هم می فرماید :
وَالَّذِينَ تَدْعُونَ مِنْ دُونِهِ مَا يَمْلِكُونَ مِنْ قِطْمِيرٍ

این کسانی را که ارباب عالم و خدای جهان
و کدخدای این دنیا می پندارید
مالک این قطمیر هم نیستند...!
#آیهٔ۱۳فاطر","Arab to the thin crust on the date kernel
He says: Qatmir

The Quran also says:
And those who call from one of them do not own from Qatmeer.

These are those who are the lord of the world and the god of the world
And you think you are the god of this world
They don't even own this Qatmir...!
#Verse 13 of Fatir"
2007905291388833946,a_01_2024,2026-01-04 20:01:41.200000+00:00,"فکت:
پشتیبان ولی فقیه باشید تا به مملکت شما آسیبی نرسد!
‌",0,0,0,https://x.com/s_k_sh/status/2007905291388833946,"فکت:
پشتیبان ولی فقیه باشید تا به مملکت شما آسیبی نرسد!
‌","Fact:
Be a supporter but a jurist so that your country is not harmed!
The"
2007475839068241970,a_01_2024,2026-01-03 15:35:11.788000+00:00,"ژنرال ترین ژنرال ایرانی 
و فاتح جنگ جهانی 12 روزه .....
#ونزوئلا",0,0,0,https://x.com/hajnader313/status/2007475839068241970,"ژنرال ترین ژنرال ایرانی 
و فاتح جنگ جهانی 12 روزه .....
#ونزوئلا","The most general Iranian general 
And the winner of the 12-day world war.....
#Venezuela"
2007862934358438218,a_01_2024,2026-01-04 17:13:22.497000+00:00,"مولای متقیان فرمود:
«منم؛
 بزرگترین خبر خداوند.»

 دانشنامه امیرالمؤمنین، ص ۲۸۷",0,0,0,https://x.com/fazaeleamir/status/2007862934358438218,"مولای متقیان فرمود:
«منم؛
 بزرگترین خبر خداوند.»

 دانشنامه امیرالمؤمنین، ص ۲۸۷","Pious Master said:
""Me too;
 God's greatest news.""

 Encyclopaedia of Amir al-Mominin, p. 287"
2007858666591146241,a_01_2024,2026-01-04 16:56:24.982000+00:00,سلام بر زینب(س)، کسی که قلبش برای حسین(ع) از جای کنده شد ...,0,0,0,https://x.com/khanome_yas/status/2007858666591146241,سلام بر زینب(س)، کسی که قلبش برای حسین(ع) از جای کنده شد ...,"Salutations to Zainab (pbuh), the one who lost her heart for Hussain (pbuh)..."
2007791828393918486,a_01_2024,2026-01-04 12:30:49.514000+00:00,"ابوبکر گفت:
از نبی خدا شنیدم که فرمود: «خداوند از نور وجه خود، علی بن ابی‌طالب را خلق کرد.»

مقتل الحسین، ج۱، ص۹۷",0,0,0,https://x.com/imamalinet_fa/status/2007791828393918486,"ابوبکر گفت:
از نبی خدا شنیدم که فرمود: «خداوند از نور وجه خود، علی بن ابی‌طالب را خلق کرد.»

مقتل الحسین، ج۱، ص۹۷","Abu Bakr said:
I heard from the Prophet of God that he said: ""God created Ali bin Abi Talib from the light of His face.""

The death of al-Hussein, vol. 1, p. 97"
2007716125413654796,a_01_2024,2026-01-04 07:30:00.517000+00:00,"امیرالمؤمنین فرمود: «در برابر پدرِ خود از جا بلند شو و از این‌کار شرم نکن.»

غرر الحکم، ح ۴۶۵٠.",0,0,0,https://x.com/haideriyeh/status/2007716125413654796,"امیرالمؤمنین فرمود: «در برابر پدرِ خود از جا بلند شو و از این‌کار شرم نکن.»

غرر الحکم، ح ۴۶۵٠.","Amirul Momineen said: ""Stand up in front of your father and do not be ashamed of this.""

Gharr al-Hakm, 4650 H."
2007503893899710934,a_01_2024,2026-01-03 17:26:40.581000+00:00,"مسئولین باید با معترض حرف بزنند 
 اما اغتشاشگر را باید به جای خودش نشاند.
#انصاف_و_اقتدار",0,0,0,https://x.com/angelsadr17/status/2007503893899710934,"مسئولین باید با معترض حرف بزنند 
 اما اغتشاشگر را باید به جای خودش نشاند.
#انصاف_و_اقتدار","Officials should talk to the protester 
 But the agitator should be put in his place.
#fairness and authority"
